id,text
167,"This seasonal beer is a limited edition brewed for the short days and long nights of winter. The full body resulting from fermentation in ‘stone Yorkshire squares’ and the luxurious malt character, which will appeal to a broad range of drinkers, is balanced against whole-dried Fuggle and Golding hops with nuances and complexities that should be contemplated before an open fire."
168,This entry is for vintages brewed by Eldridge Pope & Co. PLC. / Thomas Hardy Brewery from 1968 to 1999. O'Hanlon's took over the brand and revived it in 2003: http://beeradvocate.com/beer/profile/1533/16858
169,"Miller High Life, also known as the Champagne of Beers, is a quintessentially classic, American-style lager. In 1903, Frederick Miller created Miller High Life because he believed that the good life, the High Life, should be accessible to everyone, not just the upper crust. To this day, Miller High Life continues to be faithfully brewed as a golden pilsner, utilizing light-stable galena hops from the Pacific Northwest and a select combination of malted barley."
170,Formerly Snake River Lager
171,"This scintillating golden ale boasts a rich, fruity, and fresh aroma. And a light malty and sweet taste. It has a soft bitterness with a friendly aftertaste. A well-balanced blend of complexity and simplicity. La Trappe Blond continues to ferment in the bottle."
172,"Snake River Pale is an American pale brewed with domestic malt and plenty of Cascade hops. Golden in color, it has a citrusy hop flavor which is followed by a crisp, firmly bitter finish. Pale ale is a great foil to spicy ethnic foods and can also complement a salad well."
173,"Rare Vos Amber Ale is styled after the smooth, drinkable beers popular in Belgian cafés. It pours a light copper hue, contrasting beautifully with a big, creamy white head. The nose offers orange blossoms and slight spice."
174,"Lindemans Pêche is a young lambic enriched with peach juice. And this fruit beer is a real peach! It is nice to drink at any time of day. Or on a sunny patio. Personally, I enjoy it with my girlfriends. And what we talk about is of no concern to you."
175,2.5-4.0% ABV
176,Also known as Kriek Foudroyante
177,"Zambezi Lager is a high quality beer with good effervescence, an exceptional hop flavour and good head retention. The beer has an unmistakable touch of the Delta Beverages style and has been brewed in Zimbabwe to the original recipe since 1992."
178,"After a trip to Europe, New Belgium’s co-founder returned to Colorado from Belgium with a handful of ingredients and an idea. Two years later, Fat Tire – named in honor of his inspired bike ride across the Belgian countryside – pedaled its way into the hearts of beer drinkers. Now considered an iconic centerpiece of the craft beer movement, Fat Tire represents the American spirit of craft brewing ingenuity and an irresistible imagination that reminds us all to rediscover our playful side."
179,"Poleeko Pale Ale is an exceptionally flavorful and well-balanced beer. With a bright, citrus hop profile and mild malt flavors reminiscent of English biscuits, the aromas of pink grapefruit and lemon zest compliment the brisk, balanced finish to create a truly refined American Pale Ale."
180,"Our Hop Ottin’ IPA is brewed and dry-hopped with copious amounts of Columbus and Cascade. This beer is a showcase of the bright citrusy aromas, bold grapefruit and pine-like flavors, and resiny bitterness that hop heads crave. With a brilliant, deep amber color and solid malt backbone, hints of citron, roses, and bergamot climax with a dry, herbal finish in this well-balanced interpretation of a West Coast IPA."
181,"The deep ebony color, voluptuous mahogany head and bold, roasty flavors in our Barney Flats Oatmeal Stout are what serious beer drinkers expect from this style. Aromas of freshly baked bread, espresso, and dried cherries meld seamlessly with rich toffee flavors and a creamy mouth feel to create an unparalleled drinking experience."
182,"Inspired by the classic “Bitters” from Great Britain, our Belk’s ESB is an innovative take on the style. With a deep, golden hue and big malty foundation, the spicy, herbal hop aromas and crisp, bitter bite give a West Coast flair to this classic recipe."
183,Affligem beers originate from the Belgian abbey founded in 1074. The citrus and tropical fruit notes followed by a malty softness and hoppy character combine to make Affligem Blonde a beautifully smooth beer with a lightly bitter finish.
184,"This hearty, mahogany colored ale is brewed to evoke the dark, full-bodied ales that were a favorite of dockworkers and warehousemen (hence the name “Porter”) in 19th century London. It is a good bet that when Dickens’ Mr. Pickwick sat down for a pint, we would have been drinking an ale much like our Robust Porter.This is a smooth and very drinkable beer, characterized by its well-balanced malt and hops, plus subtle notes of coffee and chocolate."
185,"Balance is what makes our Boont Amber Ale so unique: rich, crystal malts give this beer a deep copper hue and contribute a slight caramel sweetness while the herbal, spicy bitterness from carefully selected whole-cone hops impart a crisp, clean finish. Hints of sun toasted grain, toffee, and fruity esters compliment the mellow, noble hop aroma."
186,"La Trappe Dubbel has a deep brown colour and attractive beige froth. The use of caramel malt gives it a gentle aromatic caramelised quality. It has a rich malty flavour with a touch of sweetness. Post-fermenting La Trappe Dubbel is a smooth drink, and yet has some real body and intense flavour to it."
187,"A rich, well-balanced foreign style stout with a huge amount of roasted barley as well as chocolate, black, and caramel malts. The intense roast character is the main attribute of this black colored beer. The alcohol content is 6.0%. Zonker has been recognized time and again as one of the top foregin style stouts."
188,Belgian Specialty Ale
189,Old Speckled Hen is popular with ale drinkers up and down the country and renowned for its unique character and consistent quality.
190,"""We believe you will find Anchor Small Beer delicious--similar to what modern brewers call a ""bitter""--and we hope you will also enjoy the idea of reviving an ancient brewing tradition, which is something of great importance. """
191,Aroma: Medium and balanced. A roast character with subtle fermentation fruitiness
192,"Traquair Jacobite Ale is a Scotch ale with an ancient ingredient, coriander: rich, deep flavors are accented by exotic coriander aroma. Traquair House Brewery, located within Scotland's oldest inhabited house, uses a 1738 copper kettle and oak fermenters to produce this fine ale, first brewed in 1995 to commemorate the Jacobite Revolution."
193,"Natural Ice is brewed with a blend of premium American-grown and imported hops and a combination of malt and corn that lends Natural Ice its delicate sweetness. It then undergoes Anheuser-Busch’s exclusive ice-brewing process, which takes the beer to a temperature below freezing and leads to the formation of ice crystals which create its signature rich and smooth taste."
